sepal length,sepal width,petal length,petal width,sepal area,petal area,label
4.8,3.4,1.6,0.2,16.32,0.32,Iris-setosa
5,3.6,1.5,0.2,18,0.3,Iris-setosa
4.9,3.1,1.5,0.1,15.19,0.15,Iris-setosa
5,3.5,1.3,0.3,17.5,0.39,Iris-setosa
4.6,2.5,1.3,0.3,11.5,0.39,Iris-setosa
4.9,3.6,1.3,0.2,17.64,0.26,Iris-setosa
5.2,3.5,1.5,0.2,18.2,0.3,Iris-setosa
4.4,3.1,1.3,0.2,13.64,0.26,Iris-setosa
4.9,3,1.5,0.2,14.7,0.3,Iris-setosa
5.1,3.5,1.5,0.2,17.85,0.3,Iris-setosa
5.3,3.7,1.5,0.2,19.61,0.3,Iris-setosa
4.7,3.2,1.6,0.2,15.04,0.32,Iris-setosa
5,3.5,1.5,0.5,17.5,0.75,Iris-setosa
5.1,3.4,1.5,0.2,17.34,0.3,Iris-setosa
4.7,3.4,1.5,0.3,15.98,0.45,Iris-setosa
5.1,3.7,1.5,0.4,18.87,0.6,Iris-setosa
4.8,3.1,1.6,0.2,14.88,0.32,Iris-setosa
5.1,3.8,1.6,0.3,19.38,0.48,Iris-setosa
4.7,3.6,1.1,0.2,16.92,0.22,Iris-setosa
5.3,3.9,1.6,0.3,20.67,0.48,Iris-setosa
4.9,3,1.5,0.2,14.7,0.3,Iris-setosa
5,3.5,1.6,0.6,17.5,0.96,Iris-setosa
4.8,3.1,1.5,0.2,14.88,0.3,Iris-setosa
5.4,3.9,1.6,0.4,21.06,0.64,Iris-setosa
5,3.6,1.5,0.2,18,0.3,Iris-setosa
4.8,3,1.5,0.1,14.4,0.15,Iris-setosa
5.5,4.3,1.5,0.3,23.65,0.45,Iris-setosa
4.7,3.2,1.5,0.2,15.04,0.3,Iris-setosa
4.9,3.1,1.5,0.1,15.19,0.15,Iris-setosa
4.9,3.6,1.3,0.2,17.64,0.26,Iris-setosa
5,3.4,1.5,0.2,17,0.3,Iris-setosa
4.5,2.9,1.5,0.1,13.05,0.15,Iris-setosa
4.9,3.1,1.6,0.2,15.19,0.32,Iris-setosa
4.9,3.1,1.5,0.1,15.19,0.15,Iris-setosa
4.8,3,1.5,0.2,14.4,0.3,Iris-setosa
5.6,3.8,1.6,0.4,21.28,0.64,Iris-setosa
5.1,3.4,1.5,0.2,17.34,0.3,Iris-setosa
5,3.6,1.5,0.2,18,0.3,Iris-setosa
4.9,3.1,1.5,0.1,15.19,0.15,Iris-setosa
5,3.4,1.5,0.2,17,0.3,Iris-setosa
5.1,3.6,1.5,0.2,18.36,0.3,Iris-setosa
5.3,3.4,1.5,0.3,18.02,0.45,Iris-setosa
5.3,3.4,1.6,0.2,18.02,0.32,Iris-setosa
5.2,3.5,1.5,0.2,18.2,0.3,Iris-setosa
5.1,3.8,1.6,0.2,19.38,0.32,Iris-setosa
5.4,3.4,1.6,0.2,18.36,0.32,Iris-setosa
5.2,3.7,1.8,0.3,19.24,0.54,Iris-setosa
5.3,3.7,1.5,0.2,19.61,0.3,Iris-setosa
5.1,3.5,1.5,0.2,17.85,0.3,Iris-setosa
4.9,3.1,1.5,0.1,15.19,0.15,Iris-setosa
4.9,3.1,1.5,0.1,15.19,0.15,Iris-setosa
4.4,3.1,1.1,0.1,13.64,0.11,Iris-setosa
5.1,3.8,1.6,0.4,19.38,0.64,Iris-setosa
4.9,3.1,1.5,0.1,15.19,0.15,Iris-setosa
4.7,3.2,1.3,0.2,15.04,0.26,Iris-setosa
5,3,1.6,0.2,15,0.32,Iris-setosa
4.8,3,1.3,0.1,14.4,0.13,Iris-setosa
4.8,3.4,1.6,0.2,16.32,0.32,Iris-setosa
5.2,4.1,1.5,0.1,21.32,0.15,Iris-setosa
4.8,3.4,1.6,0.2,16.32,0.32,Iris-setosa
5.3,3.4,1.3,0.2,18.02,0.26,Iris-setosa
5,3.3,1.3,0.2,16.5,0.26,Iris-setosa
5,3.4,1.5,0.2,17,0.3,Iris-setosa
4.7,3.2,1.3,0.2,15.04,0.26,Iris-setosa
5.1,3.5,1.5,0.3,17.85,0.45,Iris-setosa
4.8,3,1.5,0.1,14.4,0.15,Iris-setosa
5.1,3.5,1.5,0.3,17.85,0.45,Iris-setosa
5.4,3.4,1.5,0.4,18.36,0.6,Iris-setosa
4.4,3.1,1.1,0.1,13.64,0.11,Iris-setosa
5,3.4,1.5,0.2,17,0.3,Iris-setosa
5.2,3.7,1.5,0.3,19.24,0.45,Iris-setosa
5,3.5,1.5,0.5,17.5,0.75,Iris-setosa
4.9,3.1,1.5,0.1,15.19,0.15,Iris-setosa
4.9,3.4,1.5,0.2,16.66,0.3,Iris-setosa
4.8,3.4,1.6,0.2,16.32,0.32,Iris-setosa
5.5,3.7,1.6,0.3,20.35,0.48,Iris-setosa
5.2,3.7,1.5,0.2,19.24,0.3,Iris-setosa
4.7,3.2,1.3,0.2,15.04,0.26,Iris-setosa
5.1,3.7,1.6,0.4,18.87,0.64,Iris-setosa
5.1,3.5,1.5,0.2,17.85,0.3,Iris-setosa
4.4,3,1.3,0.1,13.2,0.13,Iris-setosa
5,3.5,1.3,0.3,17.5,0.39,Iris-setosa
4.9,3.1,1.5,0.1,15.19,0.15,Iris-setosa
5.1,3.5,1.5,0.2,17.85,0.3,Iris-setosa
5.7,4.4,1.5,0.4,25.08,0.6,Iris-setosa
4.9,3.1,1.5,0.1,15.19,0.15,Iris-setosa
4.5,2.9,1.5,0.2,13.05,0.3,Iris-setosa
5.1,3.8,1.8,0.4,19.38,0.72,Iris-setosa
4.9,3.4,1.6,0.2,16.66,0.32,Iris-setosa
4.9,3,1.5,0.2,14.7,0.3,Iris-setosa
5,3.3,1.5,0.2,16.5,0.3,Iris-setosa
4.4,3,1.1,0.1,13.2,0.11,Iris-setosa
5.1,3.5,1.5,0.2,17.85,0.3,Iris-setosa
5,3.2,1.3,0.2,16,0.26,Iris-setosa
5.1,3.5,1.3,0.2,17.85,0.26,Iris-setosa
5.1,3.5,1.5,0.2,17.85,0.3,Iris-setosa
4.8,3.1,1.6,0.2,14.88,0.32,Iris-setosa
4.7,3.5,1.3,0.2,16.45,0.26,Iris-setosa
5.1,3.8,1.5,0.3,19.38,0.45,Iris-setosa
5.5,4.2,1.5,0.2,23.1,0.3,Iris-setosa
4.8,3.4,1.8,0.2,16.32,0.36,Iris-setosa
5.6,4.4,1.5,0.4,24.64,0.6,Iris-setosa
4.9,3.1,1.5,0.1,15.19,0.15,Iris-setosa
4.9,3.4,1.5,0.2,16.66,0.3,Iris-setosa
5,3.4,1.5,0.2,17,0.3,Iris-setosa
5.1,3.7,1.5,0.3,18.87,0.45,Iris-setosa
4.9,3.1,1.5,0.1,15.19,0.15,Iris-setosa
4.9,3.1,1.5,0.1,15.19,0.15,Iris-setosa
5.3,3.9,1.6,0.3,20.67,0.48,Iris-setosa
5.4,3.4,1.6,0.2,18.36,0.32,Iris-setosa
4.9,3.1,1.5,0.1,15.19,0.15,Iris-setosa
4.9,3,1.5,0.3,14.7,0.45,Iris-setosa
5.4,2.4,3.6,1.1,12.96,3.96,Iris-versicolor
5.8,2.7,3.9,1.2,15.66,4.68,Iris-versicolor
5.7,3,4.5,1.4,17.1,6.3,Iris-versicolor
5.3,2.5,3.4,1.2,13.25,4.08,Iris-versicolor
5.7,3,3.9,1.3,17.1,5.07,Iris-versicolor
5.4,2.3,3.9,1.3,12.42,5.07,Iris-versicolor
5.3,2.4,3.6,1.1,12.72,3.96,Iris-versicolor
5.9,3.2,4.8,1.8,18.88,8.64,Iris-versicolor
6.3,2.3,4.5,1.3,14.49,5.85,Iris-versicolor
5.3,2.2,3.8,1.2,11.66,4.56,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
4.9,2.4,3.2,1,11.76,3.2,Iris-versicolor
5.5,3,4.5,1.5,16.5,6.75,Iris-versicolor
5.6,3,4.5,1.4,16.8,6.3,Iris-versicolor
5.3,2.7,3.9,1.4,14.31,5.46,Iris-versicolor
6.2,2.9,4.6,1.4,17.98,6.44,Iris-versicolor
5,2.1,3.4,1,10.5,3.4,Iris-versicolor
6.1,3,4.6,1.4,18.3,6.44,Iris-versicolor
6.2,3,4.5,1.4,18.6,6.3,Iris-versicolor
5.8,3,4.3,1.5,17.4,6.45,Iris-versicolor
6.5,2.9,4.5,1.3,18.85,5.85,Iris-versicolor
5.5,2.4,3.9,1.1,13.2,4.29,Iris-versicolor
5.1,2.5,3.1,1.1,12.75,3.41,Iris-versicolor
6.7,3.1,4.5,1.4,20.77,6.3,Iris-versicolor
5.7,3,4.1,1.2,17.1,4.92,Iris-versicolor
6.8,3.1,4.6,1.4,21.08,6.44,Iris-versicolor
4.9,2.4,3.2,1,11.76,3.2,Iris-versicolor
5.7,2.5,3.9,1.3,14.25,5.07,Iris-versicolor
5.4,3,4.5,1.5,16.2,6.75,Iris-versicolor
6.2,2.8,4.5,1.3,17.36,5.85,Iris-versicolor
5.7,3,4.5,1.4,17.1,6.3,Iris-versicolor
5.8,2.8,4.1,1.3,16.24,5.33,Iris-versicolor
5.8,2.6,3.9,1.2,15.08,4.68,Iris-versicolor
5.6,2.5,3.9,1.1,14,4.29,Iris-versicolor
6.1,2.8,3.9,1.3,17.08,5.07,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
6.4,2.9,4.3,1.4,18.56,6.02,Iris-versicolor
6.2,2.9,4.3,1.3,17.98,5.59,Iris-versicolor
6.9,3.1,5,1.5,21.39,7.5,Iris-versicolor
6.3,3.3,4.6,1.6,20.79,7.36,Iris-versicolor
5.9,3.1,4.5,1.7,18.29,7.65,Iris-versicolor
5.5,2.4,3.9,1.1,13.2,4.29,Iris-versicolor
6.2,2.2,4.5,1.5,13.64,6.75,Iris-versicolor
5.6,2.6,4.3,1.2,14.56,5.16,Iris-versicolor
5.8,2.3,4.1,1.3,13.34,5.33,Iris-versicolor
5.6,2.5,3.8,1,14,3.8,Iris-versicolor
6.7,3,5,1.7,20.1,8.5,Iris-versicolor
6.7,3.1,4.6,1.5,20.77,6.9,Iris-versicolor
5.6,3,4.5,1.5,16.8,6.75,Iris-versicolor
6.1,2.9,4.5,1.4,17.69,6.3,Iris-versicolor
5.6,3,4.5,1.5,16.8,6.75,Iris-versicolor
5.7,2.8,4.3,1.3,15.96,5.59,Iris-versicolor
5.8,2.7,3.9,1.2,15.66,4.68,Iris-versicolor
5.7,2.8,4.5,1.3,15.96,5.85,Iris-versicolor
5.5,2.4,3.8,1.1,13.2,4.18,Iris-versicolor
6.1,2.9,4.6,1.4,17.69,6.44,Iris-versicolor
6.3,3.3,4.6,1.6,20.79,7.36,Iris-versicolor
5.8,3,4.3,1.5,17.4,6.45,Iris-versicolor
5.8,3,4.3,1.4,17.4,6.02,Iris-versicolor
6.8,3.1,4.8,1.5,21.08,7.2,Iris-versicolor
6.3,2.4,4.8,1.5,15.12,7.2,Iris-versicolor
5.9,3.2,4.8,1.8,18.88,8.64,Iris-versicolor
6.7,3.1,4.5,1.4,20.77,6.3,Iris-versicolor
5.6,3,4.5,1.5,16.8,6.75,Iris-versicolor
5.7,2.8,4.5,1.3,15.96,5.85,Iris-versicolor
5.6,3,4.1,1.3,16.8,5.33,Iris-versicolor
5.7,2.3,3.9,1.2,13.11,4.68,Iris-versicolor
5.7,3,4.1,1.3,17.1,5.33,Iris-versicolor
6.1,2.9,4.6,1.4,17.69,6.44,Iris-versicolor
5.9,3.1,4.3,1.5,18.29,6.45,Iris-versicolor
5.5,2.4,3.8,1.1,13.2,4.18,Iris-versicolor
5.1,2.1,3.6,1,10.71,3.6,Iris-versicolor
5.3,2.4,3.6,1,12.72,3.6,Iris-versicolor
6.5,2.9,4.5,1.3,18.85,5.85,Iris-versicolor
5.7,2.7,4.1,1.3,15.39,5.33,Iris-versicolor
5.4,2.4,3.8,1.1,12.96,4.18,Iris-versicolor
6.1,2.8,4.6,1.2,17.08,5.52,Iris-versicolor
6.2,2.8,4.5,1.3,17.36,5.85,Iris-versicolor
5.8,2.8,3.9,1.3,16.24,5.07,Iris-versicolor
6.8,2.8,4.8,1.4,19.04,6.72,Iris-versicolor
5.4,3,4.5,1.4,16.2,6.3,Iris-versicolor
6,2.2,4.1,1.1,13.2,4.51,Iris-versicolor
6.1,2.9,4.8,1.4,17.69,6.72,Iris-versicolor
5.4,3,4.5,1.5,16.2,6.75,Iris-versicolor
5.6,3,3.8,1.3,16.8,4.94,Iris-versicolor
6.5,2.8,4.6,1.4,18.2,6.44,Iris-versicolor
6,2.9,4.5,1.5,17.4,6.75,Iris-versicolor
6.5,2.8,4.6,1.4,18.2,6.44,Iris-versicolor
6.1,3,4.6,1.4,18.3,6.44,Iris-versicolor
5.6,3,4.1,1.3,16.8,5.33,Iris-versicolor
6.4,3.2,4.5,1.5,20.48,6.75,Iris-versicolor
6,2.7,5.2,1.6,16.2,8.32,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
6.8,2.8,4.8,1.4,19.04,6.72,Iris-versicolor
5.8,2.6,3.8,1.1,15.08,4.18,Iris-versicolor
5.8,2.6,3.9,1.2,15.08,4.68,Iris-versicolor
6.3,2.5,4.8,1.5,15.75,7.2,Iris-versicolor
5.8,2.6,4.1,1.2,15.08,4.92,Iris-versicolor
5.5,2.5,3.9,1.3,13.75,5.07,Iris-versicolor
6.1,2.9,4.6,1.4,17.69,6.44,Iris-versicolor
6.5,2.8,4.6,1.5,18.2,6.9,Iris-versicolor
6.3,2.3,4.5,1.3,14.49,5.85,Iris-versicolor
6.6,2.9,4.6,1.3,19.14,5.98,Iris-versicolor
5.6,3,4.5,1.5,16.8,6.75,Iris-versicolor
5.5,2.5,3.9,1.3,13.75,5.07,Iris-versicolor
6.7,3.1,4.6,1.5,20.77,6.9,Iris-versicolor
5.5,2.4,3.8,1,13.2,3.8,Iris-versicolor
6.9,3.1,4.8,1.5,21.39,7.2,Iris-versicolor
5.3,2.5,3.4,1.2,13.25,4.08,Iris-versicolor
6.2,3,4.5,1.4,18.6,6.3,Iris-versicolor
5.9,3.2,4.8,1.8,18.88,8.64,Iris-versicolor
5.6,2.5,3.9,1.1,14,4.29,Iris-versicolor
5.5,2.4,3.8,1,13.2,3.8,Iris-versicolor
5.5,2.5,4.3,1.3,13.75,5.59,Iris-versicolor
5.6,3,4.1,1.3,16.8,5.33,Iris-versicolor
5.8,2.6,3.8,1.1,15.08,4.18,Iris-versicolor
6.3,3.3,4.6,1.6,20.79,7.36,Iris-versicolor
6,3.2,4.8,1.7,19.2,8.16,Iris-versicolor
5.8,2.7,4.1,1,15.66,4.1,Iris-versicolor
5.7,2.9,3.8,1.3,16.53,4.94,Iris-versicolor
6.1,2.2,4.1,1.2,13.42,4.92,Iris-versicolor
5.8,2.7,3.9,1.2,15.66,4.68,Iris-versicolor
6.8,3.1,4.8,1.5,21.08,7.2,Iris-versicolor
5.6,3,4.1,1.4,16.8,5.74,Iris-versicolor
6.1,2.9,4.6,1.4,17.69,6.44,Iris-versicolor
5,2.3,3.2,1,11.5,3.2,Iris-versicolor
5.8,2.6,3.9,1.1,15.08,4.29,Iris-versicolor
6.6,2.9,4.6,1.4,19.14,6.44,Iris-versicolor
5.5,2.6,4.5,1.2,14.3,5.4,Iris-versicolor
6.8,3.1,4.6,1.4,21.08,6.44,Iris-versicolor
5.6,2.9,3.6,1.3,16.24,4.68,Iris-versicolor
5.8,2.3,4.1,1.3,13.34,5.33,Iris-versicolor
5.8,2.7,3.9,1,15.66,3.9,Iris-versicolor
6.2,2.9,4.3,1.3,17.98,5.59,Iris-versicolor
5.7,3,4.1,1.3,17.1,5.33,Iris-versicolor
6,2.2,4.1,1.1,13.2,4.51,Iris-versicolor
6.7,3.1,4.5,1.4,20.77,6.3,Iris-versicolor
5.5,3,4.3,1.4,16.5,6.02,Iris-versicolor
5.8,3,4.3,1.5,17.4,6.45,Iris-versicolor
6,2.9,4.3,1.4,17.4,6.02,Iris-versicolor
5.8,2.8,3.8,1.3,16.24,4.94,Iris-versicolor
7,3.2,4.6,1.4,22.4,6.44,Iris-versicolor
5.7,2.7,4.1,1.3,15.39,5.33,Iris-versicolor
6.1,2.9,4.6,1.4,17.69,6.44,Iris-versicolor
5,2.4,3.4,1,12,3.4,Iris-versicolor
5.5,2.4,3.8,1.1,13.2,4.18,Iris-versicolor
4.9,2.4,3.2,1,11.76,3.2,Iris-versicolor
6.4,2.9,4.3,1.4,18.56,6.02,Iris-versicolor
5.8,2.7,3.9,1.2,15.66,4.68,Iris-versicolor
5.4,3,4.5,1.5,16.2,6.75,Iris-versicolor
5.7,2.9,4.3,1.3,16.53,5.59,Iris-versicolor
5.7,2.9,4.1,1.3,16.53,5.33,Iris-versicolor
5.5,2.6,4.5,1.2,14.3,5.4,Iris-versicolor
6.7,3,5,1.7,20.1,8.5,Iris-versicolor
5.7,2.7,4.1,1.3,15.39,5.33,Iris-versicolor
5.6,2.9,3.8,1.3,16.24,4.94,Iris-versicolor
5.8,2.6,3.6,1,15.08,3.6,Iris-versicolor
5.8,2.7,4.1,1,15.66,4.1,Iris-versicolor
5.5,3,4.3,1.4,16.5,6.02,Iris-versicolor
5.8,2.7,3.9,1.2,15.66,4.68,Iris-versicolor
6.2,2.9,4.3,1.3,17.98,5.59,Iris-versicolor
5.8,2.6,3.9,1.1,15.08,4.29,Iris-versicolor
6,2.9,4.5,1.4,17.4,6.3,Iris-versicolor
6.8,3.1,4.6,1.4,21.08,6.44,Iris-versicolor
7,3.2,4.8,1.4,22.4,6.72,Iris-versicolor
6.1,2.8,4.6,1.2,17.08,5.52,Iris-versicolor
6.1,2.3,4.3,1.3,14.03,5.59,Iris-versicolor
5.4,3,4.5,1.5,16.2,6.75,Iris-versicolor
6.1,3,4.6,1.4,18.3,6.44,Iris-versicolor
6.3,2.2,4.5,1.4,13.86,6.3,Iris-versicolor
6.9,3.2,4.6,1.4,22.08,6.44,Iris-versicolor
6.4,2.6,4.8,1.5,16.64,7.2,Iris-versicolor
5.6,2.5,3.6,1,14,3.6,Iris-versicolor
5.2,2.4,3.6,1,12.48,3.6,Iris-versicolor
5,2,3.6,1,10,3.6,Iris-versicolor
6.1,2.9,4.8,1.4,17.69,6.72,Iris-versicolor
5.9,3.2,4.8,1.8,18.88,8.64,Iris-versicolor
6.1,2.8,4.1,1.4,17.08,5.74,Iris-versicolor
5.5,2.4,3.6,1,13.2,3.6,Iris-versicolor
6.5,2.8,4.6,1.5,18.2,6.9,Iris-versicolor
5.7,3.1,4.6,1.7,17.67,7.82,Iris-versicolor
5.8,2.6,3.9,1.1,15.08,4.29,Iris-versicolor
5.3,2.7,3.9,1.4,14.31,5.46,Iris-versicolor
6.6,3.1,4.6,1.5,20.46,6.9,Iris-versicolor
6.1,2.8,4.8,1.5,17.08,7.2,Iris-versicolor
5.8,2.8,3.9,1.3,16.24,5.07,Iris-versicolor
5.6,3,4.3,1.4,16.8,6.02,Iris-versicolor
6.9,3.1,4.8,1.4,21.39,6.72,Iris-versicolor
5.6,2.9,3.6,1.3,16.24,4.68,Iris-versicolor
6,3.4,4.5,1.6,20.4,7.2,Iris-versicolor
5.6,2.4,3.8,1,13.44,3.8,Iris-versicolor
6,2.9,4.6,1.5,17.4,6.9,Iris-versicolor
6.1,2.9,4.6,1.4,17.69,6.44,Iris-versicolor
6.5,3.1,4.6,1.5,20.15,6.9,Iris-versicolor
5.6,3,4.1,1.3,16.8,5.33,Iris-versicolor
6.2,2.9,4.3,1.4,17.98,6.02,Iris-versicolor
5.7,2.9,4.3,1.4,16.53,6.02,Iris-versicolor
5.7,2.7,4.1,1.2,15.39,4.92,Iris-versicolor
6.3,3.3,4.6,1.6,20.79,7.36,Iris-versicolor
6,2.3,4.3,1.3,13.8,5.59,Iris-versicolor
6.8,3,5,1.7,20.4,8.5,Iris-versicolor
6.5,2.8,4.6,1.5,18.2,6.9,Iris-versicolor
5.8,3,4.3,1.4,17.4,6.02,Iris-versicolor
6,2.9,4.5,1.4,17.4,6.3,Iris-versicolor
5.7,2.9,4.1,1.3,16.53,5.33,Iris-versicolor
6,3.2,4.8,1.7,19.2,8.16,Iris-versicolor
6.4,2.8,4.5,1.4,17.92,6.3,Iris-versicolor
5.5,2.4,3.9,1.2,13.2,4.68,Iris-versicolor
5.3,2.2,3.6,1,11.66,3.6,Iris-versicolor
6,3.4,4.5,1.6,20.4,7.2,Iris-versicolor
5.8,2.6,4.1,1.2,15.08,4.92,Iris-versicolor
5.8,2.6,3.8,1.1,15.08,4.18,Iris-versicolor
5.7,3,4.1,1.3,17.1,5.33,Iris-versicolor
6.1,2.8,4.1,1.3,17.08,5.33,Iris-versicolor
5.6,2.3,3.9,1.3,12.88,5.07,Iris-versicolor
6.3,2.9,4.3,1.3,18.27,5.59,Iris-versicolor
5.7,2.7,4.1,1.3,15.39,5.33,Iris-versicolor
5.9,3,4.3,1.5,17.7,6.45,Iris-versicolor
6.2,2.2,4.5,1.5,13.64,6.75,Iris-versicolor
5.4,2.4,3.6,1,12.96,3.6,Iris-versicolor
6.8,3.1,4.6,1.4,21.08,6.44,Iris-versicolor
5.9,3,4.3,1.5,17.7,6.45,Iris-versicolor
5.6,2.5,3.9,1.1,14,4.29,Iris-versicolor
5.7,2.7,4.1,1.3,15.39,5.33,Iris-versicolor
6.7,3,5,1.7,20.1,8.5,Iris-versicolor
5.8,3,4.1,1.4,17.4,5.74,Iris-versicolor
6.5,2.8,4.6,1.5,18.2,6.9,Iris-versicolor
5.7,2.7,4.1,1.3,15.39,5.33,Iris-versicolor
5.9,3.2,4.8,1.7,18.88,8.16,Iris-versicolor
5.6,3,4.5,1.5,16.8,6.75,Iris-versicolor
5.5,3,4.5,1.5,16.5,6.75,Iris-versicolor
6.1,2.8,4.1,1.3,17.08,5.33,Iris-versicolor
5.6,3,4.1,1.3,16.8,5.33,Iris-versicolor
5.2,2.3,3.4,1,11.96,3.4,Iris-versicolor
6.7,3.1,4.6,1.5,20.77,6.9,Iris-versicolor
5.7,2.9,4.1,1.3,16.53,5.33,Iris-versicolor
6.7,3.1,4.6,1.5,20.77,6.9,Iris-versicolor
5.6,3,4.5,1.5,16.8,6.75,Iris-versicolor
5.5,2.4,3.8,1.1,13.2,4.18,Iris-versicolor
5.8,2.6,3.8,1,15.08,3.8,Iris-versicolor
5.7,2.9,4.1,1.3,16.53,5.33,Iris-versicolor
5.6,3,4.5,1.5,16.8,6.75,Iris-versicolor
5.4,2.4,3.8,1.1,12.96,4.18,Iris-versicolor
5.7,2.7,4.1,1.3,15.39,5.33,Iris-versicolor
5.7,2.6,3.6,1,14.82,3.6,Iris-versicolor
6.7,3,5,1.7,20.1,8.5,Iris-versicolor
6.8,3.1,4.8,1.5,21.08,7.2,Iris-versicolor
4.9,2.4,3.2,1,11.76,3.2,Iris-versicolor
5.6,2.5,3.8,1,14,3.8,Iris-versicolor
6.2,3,4.5,1.4,18.6,6.3,Iris-versicolor
5.3,2.4,3.4,1.1,12.72,3.74,Iris-versicolor
6.7,3.1,4.6,1.4,20.77,6.44,Iris-versicolor
6.3,2.3,4.6,1.5,14.49,6.9,Iris-versicolor
5.7,2.9,4.1,1.3,16.53,5.33,Iris-versicolor
5.6,3,4.5,1.5,16.8,6.75,Iris-versicolor
6.8,3.1,4.8,1.5,21.08,7.2,Iris-versicolor
5.7,2.9,4.3,1.3,16.53,5.59,Iris-versicolor
5.4,3,4.5,1.5,16.2,6.75,Iris-versicolor
6.2,3,4.5,1.4,18.6,6.3,Iris-versicolor
6.7,3.1,4.6,1.5,20.77,6.9,Iris-versicolor
6.2,2.2,4.5,1.5,13.64,6.75,Iris-versicolor
6.1,3,4.5,1.4,18.3,6.3,Iris-versicolor
6.1,2.9,4.6,1.4,17.69,6.44,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
6,2.9,4.3,1.4,17.4,6.02,Iris-versicolor
5.9,3.2,4.8,1.8,18.88,8.64,Iris-versicolor
5.8,2.7,3.9,1.2,15.66,4.68,Iris-versicolor
5.5,2.3,3.9,1.3,12.65,5.07,Iris-versicolor
5.1,2.4,3.1,1,12.24,3.1,Iris-versicolor
6.3,2.4,4.6,1.4,15.12,6.44,Iris-versicolor
5.7,2.9,4.3,1.4,16.53,6.02,Iris-versicolor
6.3,3.3,4.6,1.6,20.79,7.36,Iris-versicolor
6.6,2.9,4.6,1.4,19.14,6.44,Iris-versicolor
5.3,2.4,3.6,1,12.72,3.6,Iris-versicolor
6.3,2.9,4.3,1.3,18.27,5.59,Iris-versicolor
5.7,2.5,3.9,1.3,14.25,5.07,Iris-versicolor
4.9,2.2,3.4,1,10.78,3.4,Iris-versicolor
5.5,2.3,3.9,1.3,12.65,5.07,Iris-versicolor
5,2,3.6,1,10,3.6,Iris-versicolor
5.6,2.5,3.9,1.1,14,4.29,Iris-versicolor
5.5,2.4,3.9,1.2,13.2,4.68,Iris-versicolor
6.5,2.8,4.6,1.4,18.2,6.44,Iris-versicolor
6.1,2.8,4.1,1.3,17.08,5.33,Iris-versicolor
5.5,2.3,3.9,1.3,12.65,5.07,Iris-versicolor
6.4,3.2,4.5,1.5,20.48,6.75,Iris-versicolor
5.8,2.6,3.9,1.2,15.08,4.68,Iris-versicolor
5,2.1,3.4,1,10.5,3.4,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
5.6,2.5,3.9,1.1,14,4.29,Iris-versicolor
6.3,3.3,4.6,1.6,20.79,7.36,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
5.6,3,4.5,1.5,16.8,6.75,Iris-versicolor
5.5,2.4,3.8,1.1,13.2,4.18,Iris-versicolor
5.7,2.8,4.3,1.3,15.96,5.59,Iris-versicolor
6.5,2.8,4.6,1.5,18.2,6.9,Iris-versicolor
6.5,3.1,4.5,1.4,20.15,6.3,Iris-versicolor
6.1,2.2,4.1,1.2,13.42,4.92,Iris-versicolor
5.4,3,4.5,1.5,16.2,6.75,Iris-versicolor
6.1,2.9,4.6,1.4,17.69,6.44,Iris-versicolor
6.1,2.9,4.6,1.4,17.69,6.44,Iris-versicolor
5.6,2.5,3.8,1,14,3.8,Iris-versicolor
5.3,2.6,3.9,1.4,13.78,5.46,Iris-versicolor
4.9,2.3,3.4,1,11.27,3.4,Iris-versicolor
5.6,2.5,3.9,1.1,14,4.29,Iris-versicolor
5.8,2.7,3.9,1.2,15.66,4.68,Iris-versicolor
5.7,2.8,4.3,1.3,15.96,5.59,Iris-versicolor
5.8,2.6,3.6,1,15.08,3.6,Iris-versicolor
6.5,2.8,4.6,1.5,18.2,6.9,Iris-versicolor
5.5,2.4,3.8,1,13.2,3.8,Iris-versicolor
5.3,2.7,3.9,1.4,14.31,5.46,Iris-versicolor
6.1,2.8,4.6,1.3,17.08,5.98,Iris-versicolor
5.7,2.8,3.6,1.3,15.96,4.68,Iris-versicolor
6.6,2.9,4.8,1.6,19.14,7.68,Iris-versicolor
6.5,3.1,4.5,1.4,20.15,6.3,Iris-versicolor
5.9,2.7,5,1.6,15.93,8,Iris-versicolor
6.8,3.1,5,1.7,21.08,8.5,Iris-versicolor
5.5,2.4,3.9,1.2,13.2,4.68,Iris-versicolor
6.3,2.9,4.3,1.3,18.27,5.59,Iris-versicolor
5.5,2.4,3.9,1.1,13.2,4.29,Iris-versicolor
6,3.4,4.5,1.6,20.4,7.2,Iris-versicolor
5.3,2.2,3.6,1,11.66,3.6,Iris-versicolor
6,3.4,4.5,1.6,20.4,7.2,Iris-versicolor
5.6,2.9,3.8,1.3,16.24,4.94,Iris-versicolor
5.7,2.9,4.3,1.4,16.53,6.02,Iris-versicolor
6.7,3,5,1.7,20.1,8.5,Iris-versicolor
